ID,PU,Godina,Prijavljeno,Razrijeseno,Kategorija,Glava,KaznenoDjelo,Tocka,NN,RegistarVerzija,Clanak
"8259","PU BJELOVARSKO-BILOGORSKA","2014","1","1","Kaznena djela protiv osobne slobode","13","Nametljivo pona�anje","140.1","125/11","2013-2014","140"
"8260","PU BJELOVARSKO-BILOGORSKA","2014","21","8","Kaznena djela protiv privatnosti","14","Nedozvoljena uporaba osobnih podataka","146.1","125/11","2013-2014","146"
"8261","PU BJELOVARSKO-BILOGORSKA","2014","2","2","Kaznena djela protiv spolne slobode","16","Silovanje","153.1","125/11","2013-2014","153"
"8262","PU BJELOVARSKO-BILOGORSKA","2014","4","4","Kaznena djela protiv spolne slobode","16","Prostitucija","157.1","144/12","2013-2014","157"
"8263","PU BJELOVARSKO-BILOGORSKA","2014","1","1","Kaznena djela spolnog zlostavljanja i iskori�tavanja djeteta","17","Spolna zlouporaba djeteta mla�eg od petnaest godina","158.2","144/12","2013-2014","158"
"8264","PU BJELOVARSKO-BILOGORSKA","2014","1","1","Kaznena djela spolnog zlostavljanja i iskori�tavanja djeteta","17","Spolna zlouporaba djeteta mla�eg od petnaest godina","158.4","144/12","2013-2014","158"
"8265","PU BJELOVARSKO-BILOGORSKA","2014","5","5","Kaznena djela spolnog zlostavljanja i iskori�tavanja djeteta","17","Zadovoljenje pohote pred djetetom mla�im od petnaest godina","160.1","125/11","2013-2014","160"
"8266","PU BJELOVARSKO-BILOGORSKA","2014","5","5","Kaznena djela spolnog zlostavljanja i iskori�tavanja djeteta","17","Podvo�enje djeteta","162.3","125/11","2013-2014","162"
"8267","PU BJELOVARSKO-BILOGORSKA","2014","7","7","Kaznena djela spolnog zlostavljanja i iskori�tavanja djeteta","17","Iskori�tavanje djece za pornografiju","163.1","144/12","2013-2014","163"
"8268","PU BJELOVARSKO-BILOGORSKA","2014","2","2","Kaznena djela spolnog zlostavljanja i iskori�tavanja djeteta","17","Iskori�tavanje djece za pornografiju","163.2","144/12","2013-2014","163"
"8269","PU BJELOVARSKO-BILOGORSKA","2014","1","1","Kaznena djela spolnog zlostavljanja i iskori�tavanja djeteta","17","Iskori�tavanje djece za pornografiju","163.3","144/12","2013-2014","163"
"8270","PU BJELOVARSKO-BILOGORSKA","2014","3","3","Kaznena djela protiv braka, obitelji i djece","18","Omogu�avanje izvanbra�nog �ivota s djetetom","170.1","125/11","2013-2014","170"
"8271","PU BJELOVARSKO-BILOGORSKA","2014","4","4","Kaznena djela protiv braka, obitelji i djece","18","Omogu�avanje izvanbra�nog �ivota s djetetom","170.2","125/11","2013-2014","170"
"8272","PU BJELOVARSKO-BILOGORSKA","2014","17","17","Kaznena djela protiv braka, obitelji i djece","18","Povreda du�nosti uzdr�avanja","172.2","125/11","2013-2014","172"
"8273","PU BJELOVARSKO-BILOGORSKA","2014","33","33","Kaznena djela protiv braka, obitelji i djece","18","Povreda djetetovih prava","177.1","144/12","2013-2014","177"
"8274","PU BJELOVARSKO-BILOGORSKA","2014","1","0","Kaznena djela protiv braka, obitelji i djece","18","Povreda djetetovih prava","177.2","144/12","2013-2014","177"
"8275","PU BJELOVARSKO-BILOGORSKA","2014","7","7","Kaznena djela protiv braka, obitelji i djece","18","Povreda djetetovih prava","177.3","144/12","2013-2014","177"
"8276","PU BJELOVARSKO-BILOGORSKA","2014","6","5","Kaznena djela protiv zdravlja ljudi","19","Neovla�tena proizvodnja i promet drogama","190.1","144/12","2013-2014","190"
"8277","PU BJELOVARSKO-BILOGORSKA","2014","34","34","Kaznena djela protiv zdravlja ljudi","19","Neovla�tena proizvodnja i promet drogama","190.2","144/12","2013-2014","190"
"8278","PU BJELOVARSKO-BILOGORSKA","2014","2","2","Kaznena djela protiv zdravlja ljudi","19","Neovla�tena proizvodnja i promet drogama","190.3","144/12","2013-2014","190"
"8279","PU BJELOVARSKO-BILOGORSKA","2014","19","19","Kaznena djela protiv zdravlja ljudi","19","Omogu�avanje tro�enja droga","191.1","144/12","2013-2014","191"
"8280","PU BJELOVARSKO-BILOGORSKA","2014","4","4","Kaznena djela protiv zdravlja ljudi","19","Omogu�avanje tro�enja droga","191.2","144/12","2013-2014","191"
"8281","PU BJELOVARSKO-BILOGORSKA","2014","1","1","Kaznena djela protiv zdravlja ljudi","19","Neovla�tena proizvodnja i promet tvari zabranjenih u sportu","191.A.1","144/12","2013-2014","191"
"8282","PU BJELOVARSKO-BILOGORSKA","2014","9","0","Kaznena djela protiv okoli�a","20","Protuzakoniti lov i ribolov","204.1","125/11","2013-2014","204"
"8283","PU BJELOVARSKO-BILOGORSKA","2014","3","3","Kaznena djela protiv okoli�a","20","Ubijanje ili mu�enje �ivotinja","205.1","125/11","2013-2014","205"
"8284","PU BJELOVARSKO-BILOGORSKA","2014","4","4","Kaznena djela protiv op�e sigurnosti","21","Dovo�enje u opasnost �ivota i imovine op�eopasnom radnjom ili sredstvom","215.1","125/11","2013-2014","215"
"8285","PU BJELOVARSKO-BILOGORSKA","2014","1","0","Kaznena djela protiv sigurnosti prometa","22","Ugro�avanje prometa opasnom radnjom ili sredstvom","224.2","144/12","2013-2014","224"
"8286","PU BJELOVARSKO-BILOGORSKA","2014","25","25","Kaznena djela protiv sigurnosti prometa","22","Izazivanje prometne nesre�e u cestovnom prometu","227.1","144/12","2013-2014","227"
"8287","PU BJELOVARSKO-BILOGORSKA","2014","10","9","Kaznena djela protiv sigurnosti prometa","22","Izazivanje prometne nesre�e u cestovnom prometu","227.2","144/12","2013-2014","227"
"8288","PU BJELOVARSKO-BILOGORSKA","2014","2","2","Kaznena djela protiv sigurnosti prometa","22","Izazivanje prometne nesre�e u cestovnom prometu","227.4","144/12","2013-2014","227"
"8289","PU BJELOVARSKO-BILOGORSKA","2014","2","2","Kaznena djela protiv sigurnosti prometa","22","Izazivanje prometne nesre�e u cestovnom prometu","227.6","144/12","2013-2014","227"
"8290","PU BJELOVARSKO-BILOGORSKA","2014","21","16","Kaznena djela protiv imovine","23","Kra�a","228.2","125/11","2013-2014","228"
"8291","PU BJELOVARSKO-BILOGORSKA","2014","200","61","Kaznena djela protiv imovine","23","Te�ka kra�a","229.1.1","125/11","2013-2014","229"
"8292","PU BJELOVARSKO-BILOGORSKA","2014","8","2","Kaznena djela protiv imovine","23","Te�ka kra�a","229.1.2","125/11","2013-2014","229"
"8293","PU BJELOVARSKO-BILOGORSKA","2014","5","1","Kaznena djela protiv imovine","23","Te�ka kra�a","229.1.5","125/11","2013-2014","229"
"8294","PU BJELOVARSKO-BILOGORSKA","2014","1","1","Kaznena djela protiv imovine","23","Te�ka kra�a","229.1.7","125/11","2013-2014","229"
"8295","PU BJELOVARSKO-BILOGORSKA","2014","45","15","Kaznena djela protiv imovine","23","Te�ka kra�a","229.2","125/11","2013-2014","229"
"8296","PU BJELOVARSKO-BILOGORSKA","2014","4","3","Kaznena djela protiv imovine","23","Razbojni�tvo","230.1","125/11","2013-2014","230"
"8297","PU BJELOVARSKO-BILOGORSKA","2014","1","1","Kaznena djela protiv imovine","23","Razbojni�tvo","230.2","125/11","2013-2014","230"
"8298","PU BJELOVARSKO-BILOGORSKA","2014","4","4","Kaznena djela protiv imovine","23","Utaja","232.1","125/11","2013-2014","232"
"8299","PU BJELOVARSKO-BILOGORSKA","2014","5","5","Kaznena djela protiv imovine","23","Pronevjera","233.1","125/11","2013-2014","233"
"8300","PU BJELOVARSKO-BILOGORSKA","2014","1","1","Kaznena djela protiv imovine","23","Pronevjera","233.2","125/11","2013-2014","233"
"8301","PU BJELOVARSKO-BILOGORSKA","2014","2","2","Kaznena djela protiv imovine","23","Pronevjera","233.3","125/11","2013-2014","233"
"8302","PU BJELOVARSKO-BILOGORSKA","2014","9","8","Kaznena djela protiv imovine","23","Neovla�tena uporaba tu�e pokretne stvari","234.2","125/11","2013-2014","234"
"8303","PU BJELOVARSKO-BILOGORSKA","2014","20","18","Kaznena djela protiv imovine","23","O�te�enje tu�e stvari","235.1","125/11","2013-2014","235"
"8304","PU BJELOVARSKO-BILOGORSKA","2014","1","0","Kaznena djela protiv imovine","23","O�te�enje tu�e stvari","235.2","125/11","2013-2014","235"
"8305","PU BJELOVARSKO-BILOGORSKA","2014","4","2","Kaznena djela protiv imovine","23","O�te�enje tu�e stvari","235.5","125/11","2013-2014","235"
"8306","PU BJELOVARSKO-BILOGORSKA","2014","39","35","Kaznena djela protiv imovine","23","Prijevara","236.1","125/11","2013-2014","236"
"8307","PU BJELOVARSKO-BILOGORSKA","2014","3","3","Kaznena djela protiv imovine","23","Prijevara","236.2","125/11","2013-2014","236"
"8308","PU BJELOVARSKO-BILOGORSKA","2014","4","3","Kaznena djela protiv imovine","23","Iznuda","243.1","125/11","2013-2014","243"
"8309","PU BJELOVARSKO-BILOGORSKA","2014","1","0","Kaznena djela protiv imovine","23","Iznuda","243.2","125/11","2013-2014","243"
"8310","PU BJELOVARSKO-BILOGORSKA","2014","2","2","Kaznena djela protiv imovine","23","Iznuda","243.3","125/11","2013-2014","243"
"8311","PU BJELOVARSKO-BILOGORSKA","2014","9","9","Kaznena djela protiv imovine","23","Prikrivanje","244.1","144/12","2013-2014","244"
"8312","PU BJELOVARSKO-BILOGORSKA","2014","2","2","Kaznena djela protiv gospodarstva","24","Zlouporaba povjerenja u gospodarskom poslovanju","246.2","125/11","2013-2014","246"
"8313","PU BJELOVARSKO-BILOGORSKA","2014","18","18","Kaznena djela protiv gospodarstva","24","Prijevara u gospodarskom poslovanju","247.1","125/11","2013-2014","247"
"8314","PU BJELOVARSKO-BILOGORSKA","2014","1","1","Kaznena djela protiv gospodarstva","24","Prijevara u gospodarskom poslovanju","247.2","125/11","2013-2014","247"
"8315","PU BJELOVARSKO-BILOGORSKA","2014","4","4","Kaznena djela protiv gospodarstva","24","Povreda obveze vo�enja trgova�kih i poslovnih knjiga","248.1","144/12","2013-2014","248"
"8316","PU BJELOVARSKO-BILOGORSKA","2014","7","7","Kaznena djela protiv gospodarstva","24","Utaja poreza ili carine","256.1","125/11","2013-2014","256"
"8317","PU BJELOVARSKO-BILOGORSKA","2014","2","2","Kaznena djela protiv gospodarstva","24","Subvencijska prijevara","258.1","125/11","2013-2014","258"
"8318","PU BJELOVARSKO-BILOGORSKA","2014","5","5","Kaznena djela protiv gospodarstva","24","Nedozvoljena trgovina","264.1","125/11","2013-2014","264"
"8319","PU BJELOVARSKO-BILOGORSKA","2014","2","0","Kaznena djela protiv ra�unalnih sustava, programa i podataka","25","Ra�unalna prijevara","271.1","125/11","2013-2014","271"
"8320","PU BJELOVARSKO-BILOGORSKA","2014","17","17","Kaznena djela krivotvorenja","26","Krivotvorenje isprave","278.1","125/11","2013-2014","278"
"8321","PU BJELOVARSKO-BILOGORSKA","2014","1","0","Kaznena djela krivotvorenja","26","Krivotvorenje isprave","278.2","125/11","2013-2014","278"
"8322","PU BJELOVARSKO-BILOGORSKA","2014","1","1","Kaznena djela krivotvorenja","26","Krivotvorenje isprave","278.3","125/11","2013-2014","278"
"8323","PU BJELOVARSKO-BILOGORSKA","2014","3","3","Kaznena djela krivotvorenja","26","Krivotvorenje slu�bene ili poslovne isprave","279.1","125/11","2013-2014","279"
"8324","PU BJELOVARSKO-BILOGORSKA","2014","1","1","Kaznena djela krivotvorenja","26","Krivotvorenje slu�bene ili poslovne isprave","279.2","125/11","2013-2014","279"
"8325","PU BJELOVARSKO-BILOGORSKA","2014","6","6","Kaznena djela protiv slu�bene du�nosti","28","Zlouporaba polo�aja i ovlasti","291.2","144/12","2013-2014","291"
"8326","PU BJELOVARSKO-BILOGORSKA","2014","1","1","Kaznena djela protiv slu�bene du�nosti","28","Davanje mita","294.1","144/12","2013-2014","294"
"8327","PU BJELOVARSKO-BILOGORSKA","2014","1","1","Kaznena djela protiv pravosu�a","29","La�no prijavljivanje kaznenog djela","304.2","125/11","2013-2014","304"
"8328","PU BJELOVARSKO-BILOGORSKA","2014","2","2","Kaznena djela protiv pravosu�a","29","Davanje la�nog iskaza","305.2","125/11","2013-2014","305"
"8329","PU BJELOVARSKO-BILOGORSKA","2014","1","1","Kaznena djela protiv javnog reda","30","Napad na slu�benu osobu","315.1","144/12","2013-2014","315"
"8330","PU BJELOVARSKO-BILOGORSKA","2014","1","1","Kaznena djela protiv javnog reda","30","Napad na slu�benu osobu","315.4","144/12","2013-2014","315"
"8331","PU BJELOVARSKO-BILOGORSKA","2014","1","1","Kaznena djela protiv javnog reda","30","La�na uzbuna","316.","125/11","2013-2014","316"
"8332","PU BJELOVARSKO-BILOGORSKA","2014","3","3","Kaznena djela protiv javnog reda","30","Protupravna naplata","323.2","125/11","2013-2014","323"
"8333","PU BJELOVARSKO-BILOGORSKA","2014","28","28","Kaznena djela protiv �ivota i tijela","30","Nedozvoljeno posjedovanje, izrada i nabavljanje oru�ja i eksplozivnih tvari","331.1","125/11","2013-2014","331"
"8334","PU BJELOVARSKO-BILOGORSKA","2014","8","8","Kaznena djela protiv �ivota i tijela","30","Nedozvoljeno posjedovanje, izrada i nabavljanje oru�ja i eksplozivnih tvari","331.2","125/11","2013-2014","331"
"8335","PU BJELOVARSKO-BILOGORSKA","2014","1","1","Kaznena djela protiv �ivota i tijela","30","Nedozvoljeno posjedovanje, izrada i nabavljanje oru�ja i eksplozivnih tvari","331.5","125/11","2013-2014","331"
"8336","PU BJELOVARSKO-BILOGORSKA","2014","2","2","OSTALO","0","OSTALO","OSTALO","N/A","2013-2014","OSTALO"
"8337","PU BRODSKO-POSAVSKA","2014","1","1","Kaznena djela protiv �ivota i tijela","10","Te�ko ubojstvo","111.1","144/12","2013-2014","111"
"8338","PU BRODSKO-POSAVSKA","2014","1","1","Kaznena djela protiv �ivota i tijela","10","Te�ko ubojstvo","111.4","144/12","2013-2014","111"
"8339","PU BRODSKO-POSAVSKA","2014","1","1","Kaznena djela protiv �ivota i tijela","10","Tjelesna ozljeda","117.1","144/12","2013-2014","117"
"8340","PU BRODSKO-POSAVSKA","2014","45","43","Kaznena djela protiv �ivota i tijela","10","Tjelesna ozljeda","117.2","144/12","2013-2014","117"
"8341","PU BRODSKO-POSAVSKA","2014","27","25","Kaznena djela protiv �ivota i tijela","10","Te�ka tjelesna ozljeda","118.1","144/12","2013-2014","118"
"8342","PU BRODSKO-POSAVSKA","2014","2","2","Kaznena djela protiv �ivota i tijela","10","Te�ka tjelesna ozljeda","118.2","144/12","2013-2014","118"
"8343","PU BRODSKO-POSAVSKA","2014","1","1","Kaznena djela protiv �ivota i tijela","10","Osobito te�ka tjelesna ozljeda","119.1","144/12","2013-2014","119"
"8344","PU BRODSKO-POSAVSKA","2014","1","1","Kaznena djela protiv �ivota i tijela","10","Te�ka tjelesna ozljeda iz nehaja","121.1","125/11","2013-2014","121"
"8345","PU BRODSKO-POSAVSKA","2014","1","1","Kaznena djela protiv radnih odnosa i socijalnog osiguranja","12","Neisplata pla�e","132.1","125/11","2013-2014","132"
"8346","PU BRODSKO-POSAVSKA","2014","4","4","Kaznena djela protiv osobne slobode","13","Prijetnja","139.1","144/12","2013-2014","139"
"8347","PU BRODSKO-POSAVSKA","2014","94","82","Kaznena djela protiv osobne slobode","13","Prijetnja","139.2","144/12","2013-2014","139"
"8348","PU BRODSKO-POSAVSKA","2014","2","2","Kaznena djela protiv osobne slobode","13","Prijetnja","139.3","144/12","2013-2014","139"
"8349","PU BRODSKO-POSAVSKA","2014","2","2","Kaznena djela protiv osobne slobode","13","Prijetnja","139.4","144/12","2013-2014","139"
"8350","PU BRODSKO-POSAVSKA","2014","7","6","Kaznena djela protiv osobne slobode","13","Nametljivo pona�anje","140.1","125/11","2013-2014","140"
"8351","PU BRODSKO-POSAVSKA","2014","2","2","Kaznena djela protiv osobne slobode","13","Nametljivo pona�anje","140.2","125/11","2013-2014","140"
"8352","PU BRODSKO-POSAVSKA","2014","2","1","Kaznena djela protiv privatnosti","14","Nedozvoljena uporaba osobnih podataka","146.1","125/11","2013-2014","146"
"8353","PU BRODSKO-POSAVSKA","2014","1","1","Kaznena djela protiv spolne slobode","16","Silovanje","153.1","125/11","2013-2014","153"
"8354","PU BRODSKO-POSAVSKA","2014","2","1","Kaznena djela protiv spolne slobode","16","Bludne radnje","155.1","125/11","2013-2014","155"
"8355","PU BRODSKO-POSAVSKA","2014","1","1","Kaznena djela protiv spolne slobode","16","Spolno uznemiravanje","156.1","125/11","2013-2014","156"
"8356","PU BRODSKO-POSAVSKA","2014","1","1","Kaznena djela spolnog zlostavljanja i iskori�tavanja djeteta","17","Spolna zlouporaba djeteta mla�eg od petnaest godina","158.2","144/12","2013-2014","158"
"8357","PU BRODSKO-POSAVSKA","2014","1","1","Kaznena djela spolnog zlostavljanja i iskori�tavanja djeteta","17","Spolna zlouporaba djeteta mla�eg od petnaest godina","158.5","144/12","2013-2014","158"
"8358","PU BRODSKO-POSAVSKA","2014","2","2","Kaznena djela spolnog zlostavljanja i iskori�tavanja djeteta","17","Zadovoljenje pohote pred djetetom mla�im od petnaest godina","160.1","125/11","2013-2014","160"
"8359","PU BRODSKO-POSAVSKA","2014","2","2","Kaznena djela spolnog zlostavljanja i iskori�tavanja djeteta","17","Iskori�tavanje djece za pornografiju","163.1","144/12","2013-2014","163"
"8360","PU BRODSKO-POSAVSKA","2014","15","15","Kaznena djela spolnog zlostavljanja i iskori�tavanja djeteta","17","Iskori�tavanje djece za pornografiju","163.2","144/12","2013-2014","163"
"8361","PU BRODSKO-POSAVSKA","2014","12","12","Kaznena djela protiv braka, obitelji i djece","18","Povreda du�nosti uzdr�avanja","172.1","125/11","2013-2014","172"
"8362","PU BRODSKO-POSAVSKA","2014","55","55","Kaznena djela protiv braka, obitelji i djece","18","Povreda du�nosti uzdr�avanja","172.2","125/11","2013-2014","172"
"8363","PU BRODSKO-POSAVSKA","2014","2","2","Kaznena djela protiv braka, obitelji i djece","18","Oduzimanje djeteta","174.2","125/11","2013-2014","174"
"8364","PU BRODSKO-POSAVSKA","2014","12","12","Kaznena djela protiv braka, obitelji i djece","18","Povreda djetetovih prava","177.1","144/12","2013-2014","177"
"8365","PU BRODSKO-POSAVSKA","2014","3","3","Kaznena djela protiv braka, obitelji i djece","18","Povreda djetetovih prava","177.2","144/12","2013-2014","177"
"8366","PU BRODSKO-POSAVSKA","2014","1","1","Kaznena djela protiv zdravlja ljudi","19","Nesavjesno lije�enje","181.8","125/11","2013-2014","181"
"8367","PU BRODSKO-POSAVSKA","2014","1","1","Kaznena djela protiv zdravlja ljudi","19","Krivotvorenje lijekova ili medicinskih proizvoda","185.2","125/11","2013-2014","185"
"8368","PU BRODSKO-POSAVSKA","2014","8","7","Kaznena djela protiv zdravlja ljudi","19","Neovla�tena proizvodnja i promet drogama","190.1","144/12","2013-2014","190"
"8369","PU BRODSKO-POSAVSKA","2014","32","32","Kaznena djela protiv zdravlja ljudi","19","Neovla�tena proizvodnja i promet drogama","190.2","144/12","2013-2014","190"
"8370","PU BRODSKO-POSAVSKA","2014","9","9","Kaznena djela protiv zdravlja ljudi","19","Neovla�tena proizvodnja i promet drogama","190.6","144/12","2013-2014","190"
"8371","PU BRODSKO-POSAVSKA","2014","1","1","Kaznena djela protiv okoli�a","20","Ugro�avanje okoli�a otpadom","196.1","125/11","2013-2014","196"
"8372","PU BRODSKO-POSAVSKA","2014","4","2","Kaznena djela protiv okoli�a","20","Protuzakoniti lov i ribolov","204.1","125/11","2013-2014","204"
"8373","PU BRODSKO-POSAVSKA","2014","1","0","Kaznena djela protiv okoli�a","20","Protuzakoniti lov i ribolov","204.2","125/11","2013-2014","204"
"8374","PU BRODSKO-POSAVSKA","2014","6","4","Kaznena djela protiv okoli�a","20","Ubijanje ili mu�enje �ivotinja","205.1","125/11","2013-2014","205"
"8375","PU BRODSKO-POSAVSKA","2014","6","5","Kaznena djela protiv op�e sigurnosti","21","Dovo�enje u opasnost �ivota i imovine op�eopasnom radnjom ili sredstvom","215.1","125/11","2013-2014","215"
"8376","PU BRODSKO-POSAVSKA","2014","3","3","Kaznena djela protiv op�e sigurnosti","21","Dovo�enje u opasnost �ivota i imovine op�eopasnom radnjom ili sredstvom","215.3","125/11","2013-2014","215"
"8377","PU BRODSKO-POSAVSKA","2014","3","1","Kaznena djela protiv op�e sigurnosti","21","Uni�tenje ili o�te�enje javnih naprava","216.1","125/11","2013-2014","216"
"8378","PU BRODSKO-POSAVSKA","2014","1","1","Kaznena djela protiv op�e sigurnosti","21","Uni�tenje ili o�te�enje javnih naprava","216.4","125/11","2013-2014","216"
"8379","PU BRODSKO-POSAVSKA","2014","2","0","Kaznena djela protiv op�e sigurnosti","21","Uni�tenje, o�te�enje ili zlouporaba znakova za opasnost","218.1","125/11","2013-2014","218"
"8380","PU BRODSKO-POSAVSKA","2014","1","1","Kaznena djela protiv sigurnosti prometa","22","Ugro�avanje posebnih vrsta prometa","225.2","144/12","2013-2014","225"
"8381","PU BRODSKO-POSAVSKA","2014","18","18","Kaznena djela protiv sigurnosti prometa","22","Izazivanje prometne nesre�e u cestovnom prometu","227.1","144/12","2013-2014","227"
"8382","PU BRODSKO-POSAVSKA","2014","37","37","Kaznena djela protiv sigurnosti prometa","22","Izazivanje prometne nesre�e u cestovnom prometu","227.2","144/12","2013-2014","227"
"8383","PU BRODSKO-POSAVSKA","2014","1","1","Kaznena djela protiv sigurnosti prometa","22","Izazivanje prometne nesre�e u cestovnom prometu","227.3","144/12","2013-2014","227"
"8384","PU BRODSKO-POSAVSKA","2014","2","2","Kaznena djela protiv sigurnosti prometa","22","Izazivanje prometne nesre�e u cestovnom prometu","227.5","144/12","2013-2014","227"
"8385","PU BRODSKO-POSAVSKA","2014","53","23","Kaznena djela protiv imovine","23","Kra�a","228.2","125/11","2013-2014","228"
"8386","PU BRODSKO-POSAVSKA","2014","276","85","Kaznena djela protiv imovine","23","Te�ka kra�a","229.1.1","125/11","2013-2014","229"
"8387","PU BRODSKO-POSAVSKA","2014","25","13","Kaznena djela protiv imovine","23","Te�ka kra�a","229.1.2","125/11","2013-2014","229"
"8388","PU BRODSKO-POSAVSKA","2014","2","1","Kaznena djela protiv imovine","23","Te�ka kra�a","229.1.4","125/11","2013-2014","229"
"8389","PU BRODSKO-POSAVSKA","2014","3","2","Kaznena djela protiv imovine","23","Te�ka kra�a","229.1.5","125/11","2013-2014","229"
"8390","PU BRODSKO-POSAVSKA","2014","3","1","Kaznena djela protiv imovine","23","Te�ka kra�a","229.1.7","125/11","2013-2014","229"
"8391","PU BRODSKO-POSAVSKA","2014","147","45","Kaznena djela protiv imovine","23","Te�ka kra�a","229.2","125/11","2013-2014","229"
"8392","PU BRODSKO-POSAVSKA","2014","12","7","Kaznena djela protiv imovine","23","Razbojni�tvo","230.1","125/11","2013-2014","230"
"8393","PU BRODSKO-POSAVSKA","2014","5","3","Kaznena djela protiv imovine","23","Razbojni�tvo","230.2","125/11","2013-2014","230"
"8394","PU BRODSKO-POSAVSKA","2014","2","1","Kaznena djela protiv imovine","23","Razbojni�ka kra�a","231.1","125/11","2013-2014","231"
"8395","PU BRODSKO-POSAVSKA","2014","1","0","Kaznena djela protiv imovine","23","Razbojni�ka kra�a","231.2","125/11","2013-2014","231"
"8396","PU BRODSKO-POSAVSKA","2014","1","2","Kaznena djela protiv imovine","23","Utaja","232.1","125/11","2013-2014","232"
"8397","PU BRODSKO-POSAVSKA","2014","1","1","Kaznena djela protiv imovine","23","Pronevjera","233.1","125/11","2013-2014","233"
"8398","PU BRODSKO-POSAVSKA","2014","3","1","Kaznena djela protiv imovine","23","Neovla�tena uporaba tu�e pokretne stvari","234.1","125/11","2013-2014","234"
"8399","PU BRODSKO-POSAVSKA","2014","3","2","Kaznena djela protiv imovine","23","Neovla�tena uporaba tu�e pokretne stvari","234.2","125/11","2013-2014","234"
"8400","PU BRODSKO-POSAVSKA","2014","76","28","Kaznena djela protiv imovine","23","O�te�enje tu�e stvari","235.1","125/11","2013-2014","235"
"8401","PU BRODSKO-POSAVSKA","2014","2","0","Kaznena djela protiv imovine","23","O�te�enje tu�e stvari","235.2","125/11","2013-2014","235"
"8402","PU BRODSKO-POSAVSKA","2014","26","20","Kaznena djela protiv imovine","23","Prijevara","236.1","125/11","2013-2014","236"
"8403","PU BRODSKO-POSAVSKA","2014","2","3","Kaznena djela protiv imovine","23","Prijevara","236.2","125/11","2013-2014","236"
"8404","PU BRODSKO-POSAVSKA","2014","1","1","Kaznena djela protiv imovine","23","Prijevara","236.3","125/11","2013-2014","236"
"8405","PU BRODSKO-POSAVSKA","2014","1","1","Kaznena djela protiv imovine","23","Zlouporaba �eka i platne kartice","239.","125/11","2013-2014","239"
"8406","PU BRODSKO-POSAVSKA","2014","3","3","Kaznena djela protiv imovine","23","Iznuda","243.1","125/11","2013-2014","243"
"8407","PU BRODSKO-POSAVSKA","2014","7","7","Kaznena djela protiv imovine","23","Prikrivanje","244.1","144/12","2013-2014","244"
"8408","PU BRODSKO-POSAVSKA","2014","7","7","Kaznena djela protiv gospodarstva","24","Zlouporaba povjerenja u gospodarskom poslovanju","246.2","125/11","2013-2014","246"
"8409","PU BRODSKO-POSAVSKA","2014","1","1","Kaznena djela protiv gospodarstva","24","Prijevara u gospodarskom poslovanju","247.1","125/11","2013-2014","247"
"8410","PU BRODSKO-POSAVSKA","2014","1","1","Kaznena djela protiv gospodarstva","24","Prijevara u gospodarskom poslovanju","247.2","125/11","2013-2014","247"
"8411","PU BRODSKO-POSAVSKA","2014","1","1","Kaznena djela protiv gospodarstva","24","Povreda obveze vo�enja trgova�kih i poslovnih knjiga","248.1","144/12","2013-2014","248"
"8412","PU BRODSKO-POSAVSKA","2014","1","1","Kaznena djela protiv gospodarstva","24","Prouzro�enje ste�aja","249.6","144/12","2013-2014","249"
"8413","PU BRODSKO-POSAVSKA","2014","4","4","Kaznena djela protiv gospodarstva","24","Utaja poreza ili carine","256.1","125/11","2013-2014","256"
"8414","PU BRODSKO-POSAVSKA","2014","2","2","Kaznena djela protiv gospodarstva","24","Utaja poreza ili carine","256.3","125/11","2013-2014","256"
"8415","PU BRODSKO-POSAVSKA","2014","6","6","Kaznena djela protiv gospodarstva","24","Izbjegavanje carinskog nadzora","257.1","125/11","2013-2014","257"
"8416","PU BRODSKO-POSAVSKA","2014","5","5","Kaznena djela protiv gospodarstva","24","Nedozvoljena trgovina","264.1","125/11","2013-2014","264"
"8417","PU BRODSKO-POSAVSKA","2014","5","2","Kaznena djela protiv ra�unalnih sustava, programa i podataka","25","Ra�unalna prijevara","271.1","125/11","2013-2014","271"
"8418","PU BRODSKO-POSAVSKA","2014","1","0","Kaznena djela protiv ra�unalnih sustava, programa i podataka","25","Ra�unalna prijevara","271.2","125/11","2013-2014","271"
"8419","PU BRODSKO-POSAVSKA","2014","15","15","Kaznena djela krivotvorenja","26","Krivotvorenje isprave","278.1","125/11","2013-2014","278"
"8420","PU BRODSKO-POSAVSKA","2014","24","24","Kaznena djela krivotvorenja","26","Krivotvorenje isprave","278.3","125/11","2013-2014","278"
"8421","PU BRODSKO-POSAVSKA","2014","4","4","Kaznena djela krivotvorenja","26","Krivotvorenje slu�bene ili poslovne isprave","279.1","125/11","2013-2014","279"
"8422","PU BRODSKO-POSAVSKA","2014","6","6","Kaznena djela krivotvorenja","26","Krivotvorenje slu�bene ili poslovne isprave","279.2","125/11","2013-2014","279"
"8423","PU BRODSKO-POSAVSKA","2014","3","1","Kaznena djela krivotvorenja","26","Zlouporaba osobne isprave","280.","125/11","2013-2014","280"
"8424","PU BRODSKO-POSAVSKA","2014","4","4","Kaznena djela krivotvorenja","26","Ovjeravanje neistinitog sadr�aja","281.1","125/11","2013-2014","281"
"8425","PU BRODSKO-POSAVSKA","2014","2","2","Kaznena djela protiv intelektualnog vlasni�tva","27","Povreda �iga","288.1","125/11","2013-2014","288"
